78750	10392	pt-Br	FREUD, SIGMUND / SOUZA, PAULO CESAR DE	FREUD - OBRAS COMPLETAS, V.12 - ENSAIOS DE	-	-	-	-	-	Cia das Letras	978-85-8086-038-2	-	-	2011-04-01
89345	12033	pt-Br	FREUD, SIGMUND / SOUZA, PAULO CESAR DE	FREUD - OBRAS COMPLETAS, V.15 - PSICOLOGIA DAS	-	-	-	-	-	Cia das Letras	urn:uuid:e376c1a0-4d9d-48b2-8d42-8c5f2bbe832c	-	-	2011-06-01
112719	13363	pt-Br	FREUD, SIGMUND / SOUZA, PAULO CESAR DE	FREUD - OBRAS COMPLETAS, V.14 - O HOMEM DOS LOBOS	-	-	-	-	-	Cia das Letras	978-85-8086-038-2	-	-	2011-04-01
139173	13489	pt-Br	ISIDORO, DEBORA / RIORDAN, RICK	TRONO DE FOGO, O	-	-	-	-	-	INTRINSECA	978-85-8057-092-2	ePub	-	-
120210	14343	pt-Br	Jorge Amado	Seara Vermelha	-	-	-	Copyright © 2009 by Grapiúna Produções Artísticas Ltda	-	Companhia das Letras	978-85-359-1571-6	-	-	2009
60997	9564	pt-Br	Lygia Fagundes Telles	Antes do Baile Verde	-	-	-	Copyright Â© 2009 by Lygia Fagundes Telles	-	Companhia das Letras	978-85-359-1431-3	-	-	2009
80160	9625	pt-Br	MARCONDES, DANILO	TEXTOS BASICOS DE FILOSOFIA	-	-	-	Copyright (c) 1999, 2007, Danilo Marcondes	-	Zahar	9788537802854	-	-	2013-06-07
12301	2678	pt_BR	Márcia Schmaltz Sergio Capparelli	Fábulas Chinesas (Pocket 64 pg.)	-	-	-	-	-	L&PM Editores	urn:uuid:cf5f5fb0-8e9e-4201-b39a-64ddb093293c	-	-	2012-12-02
7893	2323	pt_BR	Yuri Vieira	O Marceneiro e o Poeta	-	contos	-	-	-	-	-	-	-	2013-03-02
92104	11477	pt_BR	André Singer	Os sentidos do lulismo	-	-	-	-	-	Companhia das Letras	urn:uuid:0B09D4D8-61CB-4186-B7AE-AAA2A8AEAAE7	-	-	2012-08-30
219115	20403	pt_BR	Charles Van Doren	Uma breve história do conhecimento	-	-	-	-	-	-	urn:uuid:4e180cd6-1f9c-49d4-a227-e5b1e48a7342	-	-	2013-03-02
88494	7545	pt_BR	Fabrício Mariano	Matemática financeira para concursos	-	-	-	-	-	Editora Campus / Elsevier	urn:uuid:29d919dd-24f5-4384-be78-b447c9dc299b	-	-	2013-03-27
128307	15207	pt_BR	Truman Capote	20 contos de Truman Capote	-	-	-	-	-	Companhia das Letras	urn:uuid:FADEA841-4A50-4EE9-9425-006004A90C1B	-	-	2012-08-02
38771	6686	pt-BR	Edgar Morin	A Cabeça Bem-Feita	-	-	-	-	-	-	4ff1aecf-9d0f-44ad-95ba-816d22c451ab	-	calibre (0.7.48) [http://calibre-ebook.com]	2013-12-29
548	288	pt-BR	Editora Todolivro	A Bela Adormecida	-	-	-	-	-	-	urn:uuid:604c0b2a-5060-db8d-ec10-882d2c40bd17	-	-	2014-02-04
46849	5559	pt-BR	Enid Blyton	Os Cinco na Planície Misteriosa	-	-	-	-	-	-	AWP-905362D5-965D-4E32-8FDA-FB42BBDB0250	-	Reliquia	2014-02-16
15061	3845	pt-BR	E. T. A. Hoffmann	O Homem da areia	-	-	-	-	-	Editora Rocco	d70d5638-7e8b-47b7-aaf4-d09e14c122ff	-	-	2013-05-25
102624	10470	pt-BR	Ed Mcbain	Os Crimes do Relâmpago	-	-	-	-	-	Lipton	urn:uuid:3149dc18-b946-4a22-a8ce-bc25a1c379a7	-	-	2014-01-31
102624	10470	pt-BR	Ed Mcbain	Os Crimes do Relâmpago	-	-	-	-	-	Lipton	urn:uuid:3149dc18-b946-4a22-a8ce-bc25a1c379a7	-	-	2014-01-31
72293	7144	pt-BR	Erle Stanley Gardner	O Caso das Garras de Veludo	-	-	-	-	-	ASA	urn:uuid:3149dc18-b946-4a22-a8ce-bc25a1c379a7	-	-	2014-01-31
68302	8549	pt-BR	Erle Stanley Gardner	O Caso da Lata Vazia	-	-	-	-	-	Livros do Brasil	urn:uuid:3149dc18-b946-4a22-a8ce-bc25a1c379a7	-	-	2014-01-31
62893	7884	pt-BR	Erle Stanley Gardner	O Caso da Irmã de Olhos Verdes	-	-	-	-	-	Livros do Brasil	urn:uuid:3149dc18-b946-4a22-a8ce-bc25a1c379a7	-	-	2013-12-19
108345	14437	pt-BR	Eric J. Hobsbawm	Tempos fraturados	-	-	-	-	-	Companhia das Letras	urn:uuid:614ecd62-c37b-4d58-8636-87999af7654e	-	-	2014-01-03
108181	14418	pt-BR	Eric J. Hobsbawm	Tempos fraturados	-	-	-	-	-	Companhia das Letras	urn:uuid:614ecd62-c37b-4d58-8636-87999af7654e	-	-	2013-05-23
212408	23491	pt-BR	Eduardo Spohr	Filhos do Éden 02 - Anjos da Morte	-	Literatura Fantástica Brasileira	-	-	-	-	urn:uuid:88386dad-d115-4763-81e6-8aa5c9c3001e	-	-	2013-06-07
212408	23491	pt-BR	Eduardo Spohr	Filhos do Éden 02 - Anjos da Morte	-	Literatura Fantástica Brasileira	-	-	-	-	urn:uuid:88386dad-d115-4763-81e6-8aa5c9c3001e	-	-	2013-06-07
12685	3925	pt-BR	Cunha, Euclides da	Expedição Moreira César	-	contos, guerra, Canudos, batalhas, República, jagunços	-	-	-	-	-	-	-	2014-01-16
22182	5097	pt-BR	Ernesto Sabato	A resistência	-	-	-	-	-	Companhia das Letras	urn:uuid:3fc2f4e9-911c-4ae5-a5df-db32c08ea401	-	-	2013-04-07
72532	11422	pt-BR	Edney Silvestre	Vidas provisórias	-	-	-	-	-	Intrínseca	urn:uuid:fc8549a6-bf34-40e4-849a-92ddb1a474ec	-	-	2013-07-09
75720	10240	pt-BR	Virginia Woolf	Mrs. Dalloway	-	-	-	-	-	DLD	bedeb7ed-e62d-47ba-b107-13f75e0ce2d5	-	-	2013-03-25
68020	8966	pt-BR	Paulo Moreira Leite	A Outra História do Mensalão	-	-	-	-	-	-	urn:uuid:3b434c84-359b-4680-9201-17229cd478c2	-	-	2013-03-21
225265	18694	pt-BR	Pável Bassínski	Tolstói: a fuga do paraíso	-	-	-	-	-	-	urn:uuid:67297D5A-A686-4291-B625-DD8722F818AF	-	-	2013-05-29
239197	15165	pt-BR	Adam Smith	Riqueza das Nações	-	-	-	-	-	-	412d856b-3a5e-4882-a6da-91bf72acc29f	-	calibre (0.7.16) [http://calibre-ebook.com]	2010-09-06T03:00:00+00:00
67835	6731	pt-BR	Peter Kreeft	Sócrates e Jesus - O Debate	-	-	-	-	-	-	cd5973d0-898f-4ae0-aed6-ae1317e38063	-	calibre (0.7.48) [http://calibre-ebook.com]	2014-01-02
13459	3466	pt-BR	Paulo Strathern	Berkeley in 90 minutos	-	-	-	-	-	Zahar	urn:uuid:f435e2f7-5197-4b47-9ed2-dfb3ae9e5e79	-	-	2014-02-17
50171	7349	pt-BR	Pierre Debergé	O amor e a sexualidade na Bíblia	-	Spiritual & Religion	-	-	-	Editora Santuário	9788536902241	-	calibre (0.7.52) [http://calibre-ebook.com]	2011-04-26T19:26:26+00:00
96867	9676	pt-BR	Patricia Macdonald	Imperdoável	-	-	-	-	-	Círculo de Leitores	urn:uuid:3149dc18-b946-4a22-a8ce-bc25a1c379a7	-	-	2013-12-05
75131	10757	pt-BR	Pedro Doria	1565 - Enquanto o Brasil nascia	-	-	-	-	-	-	urn:uuid:4bdd31da-3e85-42e7-b5a0-69ba4fb57e66	-	-	2013-03-15
90103	12138	pt-BR	Patrick Süskind	O Perfume	-	-	-	-	-	-	AWP-07757E12-14E3-49F5-8707-A2DEB15126A1	-	-	2014-01-16
18144	4198	pt-BR	STRATHERN, Paul	Crick, Watson e o DNA em 90 minutos	-	-	-	-	-	Zahar	urn:uuid:f3ae693f-745c-4bf2-ac63-ddf3aaed4adb	-	-	2013-05-14
53646	7482	pt-BR	Paul Auster	Cidade de Vidro	-	-	-	-	-	-	{C4112F47-0A3B-415A-A00C-AF73D34BC3B3}	-	-	2013-07-18
47347	6037	pt-BR	Paulo Coelho	As Valkírias	-	-	-	-	-	-	a1180a87-5669-46bf-aad2-27bb416c1902	-	calibre (0.7.48) [http://calibre-ebook.com]	2011-06-17T12:38:50+00:00
49225	6763	pt-BR	Paulo Coelho	O Monte Cinco	-	-	-	-	-	-	c89729e6-1d32-4076-8092-94dbeeed9514	-	calibre (0.7.48) [http://calibre-ebook.com]	2014-01-02
43212	4950	pt-BR	Paulo Coelho	O Alquimista	-	-	-	-	-	-	48588005-69c8-4a87-9b66-03b0034d1a9f	-	calibre (0.7.48) [http://calibre-ebook.com]	2013-07-05
125216	12983	pt-BR	PD James	Mortalha para uma Enfermeira	-	-	-	-	-	Companhia das Letras	urn:uuid:3149dc18-b946-4a22-a8ce-bc25a1c379a7	-	-	2014-02-05
143106	18492	pt-BR	Palmério Dória	O príncipe da privataria	-	-	-	-	-	Geração Editorial	6d8947c9-905b-4f77-adda-e9f33f1eaabf	-	-	2013-09-23
65817	11679	pt-BR	Palmério Dória	Honoráveis Bandidos	-	-	-	-	-	-	2a6adf73-1b26-4b96-93ab-fe043ec80162	-	calibre (0.7.48) [http://calibre-ebook.com]	2014-01-15
32012	5282	pt-BR	Sophie Desplancques	Egito Antigo	-	-	-	-	-	L&PM Editores	-	-	-	2013-07-02
44336	6474	pt-BR	Scott Blum	O Segredo da Libélula	-	-	-	-	-	-	1bedc7d2-0cf9-4a6e-944e-68d8594c76b3	-	calibre (0.7.48) [http://calibre-ebook.com]	2014-01-02
442985	39543	pt-BR	Stephane Courtois	Livro Negro do Comunismo	-	-	-	-	-	-	7aa87abc-8267-479e-8d5b-ee4a6de30d5e	-	calibre (0.7.48) [http://calibre-ebook.com]	2011-06-20T03:00:00+00:00
495463	22643	pt-BR	Sylvio Motta	Direito constitucional	-	-	-	-	-	Editora Campus / Elsevier	urn:uuid:29d919dd-24f5-4384-be78-b447c9dc299b	-	-	2013-05-29
57836	8391	pt-BR	Sérgio Porto	As Cariocas	-	-	-	-	-	-	33c9683a-bc94-4f1b-b0c1-5be55621d943	-	calibre (0.7.38) [http://calibre-ebook.com]	2011-02-26T03:00:00+00:00
140192	14964	pt-BR	Freud Sigmund	A Interpretação dos Sonhos	-	-	-	-	-	-	ed8a4932-0a41-4572-bff0-65d9d6b9a35d	-	calibre (0.7.37) [http://calibre-ebook.com]	2010-07-03T03:00:00+00:00
13254	3344	pt-BR	Stephen King	As Crianças do Milharal	-	o(O_O)o	-	-	-	-	e7f14202-df97-4034-a7c6-3bb14e900770	-	calibre (0.7.37) [http://calibre-ebook.com]	2010-09-24T03:00:00+00:00
536021	35272	pt-BR	Stephen King	A Coisa	-	-	-	-	-	-	AWP-3C45601B-C2F0-402A-95A7-3B33D770B1AF	-	-	2013-11-26
80639	12270	pt-BR	Stephen King	O Concorrente	-	Fiction	-	-	-	Editora Objetiva	903618A4-9C24-4609-A6C4-383AC7554E9D	-	Pages v4.0.5	2013-09-06
19500	3919	pt-BR	Stephen King	A Hora do Lobisomem	-	o(O_O)o	-	-	-	-	a62aac74-2667-4375-92ef-83eddbda98e0	-	calibre (0.7.37) [http://calibre-ebook.com]	2010-09-24T03:00:00+00:00
261969	21970	pt-BR	Slavoj Žižek	Em defesa das causas perdidas	-	-	-	-	-	Boitempo Editorial	058f382c-f664-47d9-94e9-7037f5dc789e	-	-	2014-02-19
100997	12706	pt-BR	Slavoj Zizek	Lacrimae Rerum - Ensaios sobre Cinema Moderno	-	-	-	-	-	-	AWP-2878A832-D788-48AE-8413-E5F954A68051	-	-	2014-02-12
30833	5461	pt-BR	Mario Sergio Cortella & Renato Janine Ribeiro	Política: para não ser idiota	-	Diálogo	-	© 2012 Papirus Editora	-	Papirus Editora	b173a48a-259a-4fc4-908d-52be343102b2	-	calibre (0.9.32) [http://calibre-ebook.com]	2013-07-19
140503	16728	pt-BR	Michael Moritz	O Fascinante Império de Steve Jobs	-	-	-	-	-	-	51f9873f-951d-4e43-9916-6889da26be98	-	calibre (0.7.48) [http://calibre-ebook.com]	2014-01-14
45630	6467	pt-BR	Menalton Braff	BOLERO DE RAVEL	-	Romance brasileiro	-	Proibida a reprodução total ou parcial desta obra sem a autorização do editor.	-	Global Editora	-	-	-	2011-12-14
74365	11062	pt-BR	Marc Bloch	Apologia da História	-	-	-	-	-	Zahar	urn:uuid:225bf551-9f11-4780-93e0-abf5145cd078	-	-	2013-05-07
239312	23618	pt-BR	Marcelo Rosenthal	Gramática para concursos	-	-	-	-	-	Editora Campus / Elsevier	urn:uuid:29d919dd-24f5-4384-be78-b447c9dc299b	-	-	2013-05-08
85022	9520	pt-BR	Marcelo Duarte	Guia Dos Curiosos	-	-	-	-	-	-	42368cd8-0068-4d6a-8c00-22436d6e9d83	-	calibre (0.7.37) [http://calibre-ebook.com]	2014-01-03
71807	9835	pt-BR	Manoelita Dias dos Santos	A Lógica da Emoção	-	-	-	-	-	-	c3ed820e-258d-4250-bb69-f148ebfb97bf	-	calibre (0.7.48) [http://calibre-ebook.com]	2011-08-09T03:00:00+00:00
142363	16129	pt-BR	Margaret Atwood	O Ano do Dilúvio	-	-	-	-	-	-	AWP-078FAE1C-B51D-4B50-BAE0-F54E6B400E29	-	-	2013-12-10
125460	15168	pt-BR	Murray T. Bloom	O homem que roubou Portugal	-	-	-	-	-	Zahar	4df9f0d7-0626-4e0b-b736-b0f81c195c1b	-	-	2013-06-21
55392	10338	pt-BR	Mário de Andrade	Amar, verbo intransitivo – Idílio	-	-	-	-	-	-	urn:uuid:e7d9c935-2c19-432b-81be-f0091b9e2ae9	-	-	2013-03-12
56377	10008	pt-BR	Mário de Andrade	Macunaíma	-	-	-	-	-	Nova Fronteira	urn:uuid:c913fe45-1faf-45b7-9606-43106114d9ad	-	-	2013-03-12
131644	12476	pt-BR	AS BRUMAS DE AVALON	AS BRUMAS DE AVALON vol1.rtf	-	-	-	-	-	-	36cf35e8-f03e-4f89-8422-ebe189ace4b1	-	calibre (0.7.14) [http://calibre-ebook.com]	2013-12-30
121529	11300	pt-BR	AS BRUMAS DE AVALON	AS BRUMAS DE AVALON vol. 2	-	-	-	-	-	-	8c041f2b-b13a-4106-b3f0-b5537f60865f	-	calibre (0.7.14) [http://calibre-ebook.com]	2013-12-30
122429	12247	pt-BR	AS BRUMAS DE AVALON	AS BRUMAS DE AVALON vol. 4	-	-	-	-	-	-	994fc686-e7ee-47df-b64a-870b599b5ce0	-	calibre (0.7.14) [http://calibre-ebook.com]	2013-12-30
46376	8945	pt-BR	Martha Medeiros	A graça da coisa	-	-	-	-	-	L&PM Editores	-	-	-	2013-07-02
105156	11662	pt-BR	Michael Scott e Colette Freedman	As Treze Relíquias	-	-	-	-	-	Editora Planeta	-	-	-	2013-05-13
105321	11696	pt-BR	Michael Scott e Colette Freedman	As Treze Relíquias	-	-	-	-	-	Editora Planeta	urn:uuid:bf9f6ef2-63c4-4668-860d-e73b6ea29780	-	-	2013-05-13
288175	25356	pt-BR	Proust, Marcel	O caminho de Guermantes	-	-	-	-	-	Globo	urn:uuid:22f5de8e-70e5-421d-ae9b-bb575f4ab6e4	-	-	2013-11-22
259627	24114	pt-BR	Marcel Proust	Sodoma e Gomorra	-	-	-	-	-	Editora Globo	urn:uuid:0fe7f221-e5cf-48d6-afe1-c6d61b33b427	-	-	2013-06-19
14584	3402	pt-BR	Max Lucado	Aliviando a Bagagem para as Mães	-	-	-	-	-	-	4d98131b-d2c8-46be-a571-e648838184e2	-	calibre (0.7.37) [http://calibre-ebook.com]	2014-02-20
50292	7330	pt-BR	Mario Vargas Llosa	Quem Matou Palomino Molero?	-	-	-	-	-	-	AWP-4883DC45-EAAA-4B7C-9789-CACF58493E3C	-	-	2013-11-25
84315	11920	pt-BR	Mario Vargas Llosa	O Falador	-	-	-	-	-	-	AWP-46C843F4-13A8-4D7A-85CE-7F5FAE09F48A	-	-	2014-02-05
95903	13568	pt-BR	Mario Vargas Llosa	Pantaleão e as visitadoras	-	-	-	-	-	Alfaguara Brasil	urn:uuid:9e03203a-9e2a-4ad6-b1ad-076be15fba4e	-	-	2013-05-21
45976	7715	pt-BR	Mario Vargas Llosa	Os Chefes - Os Filhotes	-	-	-	-	-	-	AWP-A277FA32-A64E-47A6-A937-A9DB36349C6E	-	-	2013-11-25
38057	6181	pt-BR	Marcos Rey	O Rapto do Garoto de Ouro	-	-	-	-	-	-	55f78e19-7014-4618-82bf-a2ed44e7ca62	-	calibre (0.7.48) [http://calibre-ebook.com]	2014-01-02
16438	4266	pt-BR	Mário Quintana	O Sapato Florido	-	Literatura Brasileira	-	-	-	-	urn:uuid:6dbdb0c3-3544-4682-8cae-9e29d7e81085	-	-	2013-05-11
74348	8913	pt-BR	Meg Cabot	A Princesa de rosa-chocking	-	-	-	-	-	-	0f47ca20-aa82-4909-ab94-b8680e8a30cf	-	calibre (0.7.33) [http://calibre-ebook.com]	2014-01-10
59884	7453	pt-BR	Meg Cabot	A PRINCESA APAIXONADA	-	-	-	-	-	-	ffbc20f4-2932-4ba9-a7d2-042bc2535500	-	calibre (0.7.33) [http://calibre-ebook.com]	2014-01-10
62996	8325	pt-BR	Meg Cabot	A princesa à espera	-	-	-	-	-	-	4284d60a-5e95-4fc0-989d-13c8ce32a73c	-	calibre (0.7.33) [http://calibre-ebook.com]	2014-01-10
37158	5646	pt-BR	Meg Cabot	A PRINCESA EM TREINAMENTO	-	-	-	-	-	-	dcc21f95-55ca-47a6-b0ec-486f3616b860	-	calibre (0.7.33) [http://calibre-ebook.com]	2014-01-10
72045	8240	pt-BR	Meg Cabot	O Diário da Princesa	-	-	-	-	-	-	db02b1d5-19c4-4696-b4d0-37971f90e446	-	calibre (0.7.33) [http://calibre-ebook.com]	2014-01-10
120242	15066	pt-BR	Walter M. Miller Jr.	Um Cântico Para Leibowitz	-	-	-	-	-	-	AWP-CD2BBE07-98FF-4DA5-B793-EEA3CCC5057A	-	-	2013-12-08
107324	12607	pt-BR	Willian Gibson	Count Zero	-	-	-	-	-	-	urn:uuid:c8555d50-efe8-4308-b8e1-cbbe36fd8e84	-	-	2014-01-03
83690	12116	pt-BR	Walter Graziano	Hitler Ganhou a Guerra	-	-	-	-	-	-	ffc7c8ed-d4f5-4c30-ba87-e60e037473b5	-	calibre (0.7.38) [http://calibre-ebook.com]	2011-02-20T03:00:00+00:00
22299	4224	pt-BR	William Shakespeare	Os Dois Cavalheiros de Verona	-	-	-	Domínio Público	-	Reliquia	tec032012-416pos-eega1171odcv001	-	-	2014-01-06
86769	14624	pt-BR	William S. Burroughs	Almoço Nu	-	-	-	-	-	-	AWP-CFD6F8FD-410F-4FDF-AA92-92812E7B9FEB	-	-	2014-01-14
225030	20324	pt-BR	Ingrid Betancourt	Não Há Silêncio que Não Termine	-	-	-	-	-	-	224e8037-3cfa-4a8c-8464-46d17b73e7dc	-	calibre (0.7.48) [http://calibre-ebook.com]	2014-01-03
1007	455	pt-BR	Irmãos Grimm	João e Maria	-	-	-	-	-	-	urn:uuid:decf1e34-3641-8e38-e348-57e7c6411551	-	-	2014-01-30
28706	5942	pt-BR	Italo Calvino	O visconde partido ao meio	-	-	-	-	-	-	urn:uuid:a38b917d-1ea7-4a76-b5f2-6f440fc8a00e	-	-	2013-03-18
5524	1973	pt-BR	Inglês de Sousa	Voluntário	-	contos, guerra, Paraguai, voluntário, batalha, soldados	-	-	-	Reliquia	-	-	-	2014-01-19
69655	9020	pt-BR	Isaac Asimov	Nós, Os Marcianos	-	-	-	-	-	-	eaab7815-d1bd-435f-9c59-8e2715b8544c	-	calibre (0.7.48) [http://calibre-ebook.com]	2011-08-09T03:00:00+00:00
54938	9204	pt-BR	Herminio C Miranda	Estudando a Mediunidade	-	Espírita	-	Copyright 1956 by FEDERAÇÃO ESPÍRITA BRASILEIRA - FEB. Brasília (DF) - Brasil	-	-	urn:uuid:f99ba652-63ce-f383-1bf4-365f84530825	-	-	2014-01-28
44683	7564	pt-BR	Harvard Lampoon	Opúsculo	-	-	-	-	-	-	28423428-a35c-4e2e-85e4-989cf93eff09	-	calibre (0.7.8) [http://calibre-ebook.com]	2014-01-02
10281	2312	pt-BR	Hans-Hermann Hoppe	O que deve ser feito	-	-	-	-	-	-	urn:uuid:F8FED3B8-060A-47F3-9962-80681FC75CE0	-	-	2014-02-15
33689	7350	pt-BR	Hilda Hilst	Contos d'escárnio / Textos grotescos	-	-	-	-	-	Globo Livros	urn:uuid:9e3ad9dd-0769-c1ea-807c-b6f7b855a173	-	-	2012-01-01
230193	15121	pt-BR	Ron Louis e David Copeland	Como se dar bem com as Mulheres	-	-	-	-	-	-	c9735b42-2045-4976-bd6c-076b8defdc75	-	calibre (0.7.48) [http://calibre-ebook.com]	2011-06-27T03:00:00+00:00
86030	9490	pt-BR	Martinez, Ron	COMO DIZER TUDO EM INGLÊS	-	-	-	-	-	-	978-85-352-5956-8	-	-	2013-06-11
92932	9057	pt-BR	Ross Macdonald	O Homem Subterrâneo	-	-	-	-	-	Companhia das Letras	urn:uuid:3149dc18-b946-4a22-a8ce-bc25a1c379a7	-	-	2013-11-26
36889	5004	pt-BR	Richard Smith	Como Emagrecer Fazendo Sexo	-	-	-	-	-	-	dec0fca9-2e70-424e-a94d-c11c425b24dd	-	calibre (0.7.37) [http://calibre-ebook.com]	2011-02-15T02:00:00+00:00
38583	6306	pt-BR	Roberto Shinyashiki	A Carícia Essencial	-	-	-	-	-	-	3081ad16-8d64-45ff-b8ab-f77739beada8	-	calibre (0.7.37) [http://calibre-ebook.com]	2014-01-08
104516	16613	pt-BR	Rory Carroll	Comandante	-	-	-	-	-	Intrínseca	urn:uuid:f68c2067-6578-4864-b254-69e956e38802	-	-	2013-04-13
38176	1775	pt-BR	Richard Templar	As Regras Do Trabalho	-	-	-	-	-	-	e6e481aa-c5af-4fdc-a2eb-f7617979c158	-	calibre (0.7.37) [http://calibre-ebook.com]	2013-12-27
532	295	pt-BR	Belli, Roberto	A Galinha dos Ovos de Ouro - Col. Clássicos Todolivro	-	eBook Company	-	Todo Livro	-	-	urn:uuid:bb19c0cf-43b0-e69a-cc5f-e7f518b7711a	-	-	2014-01-28
32489	5335	pt-BR	Roberto DaMatta	O que faz do Brasil, Brasil	-	-	-	-	-	Rocco	urn:uuid:a264180b-92e5-4087-bd44-be05c9549d6c	-	-	2013-04-13
162422	18079	pt-BR	Regina Navarro Lins	A Cama na Varanda	-	-	-	-	-	-	bbca4aa1-ed18-4b08-8fcf-132e1d9bd4fb	-	calibre (0.7.48) [http://calibre-ebook.com]	2014-01-08
1724	763	pt-BR	Pompeia, Raul	Uma noite histórica	-	contos, Brasil, imperador, República	-	-	-	-	-	-	-	2014-01-16
70756	7666	pt-BR	Rex Stout	Onde Esta o Pai?	-	-	-	-	-	-	urn:uuid:3149dc18-b946-4a22-a8ce-bc25a1c379a7	-	-	2013-08-12
140204	12384	pt-BR	Raymond Chandler	O Longo Adeus	-	-	-	-	-	-	AWP-0119922C-5580-4BAC-9B8A-65A7218665CE	-	-	2013-12-12
92511	10936	pt-BR	Rafael Castellar das Neves	Patos	Literatura Brasileira	Literatura Brasileira	-	Creative Commons: Atribuição - Não Comercial - Sem Derivados 2.5 Brasil	-	Nenhuma	urn:uuid:dba98aba-d648-464b-a08f-70e98a5d97b7	-	-	2010-05-01
169274	14720	pt-BR	Rick Riordan	A marca de Atena	-	-	-	-	-	Intrínseca	urn:uuid:F9C0BE80-2C22-477D-96D3-70342046B03A	-	-	2013-03-28
77208	11989	pt-BR	Braga, Rubem	Melhores Crônicas Rubem Braga	-	Crônicas brasileiras	-	-	-	-	ISBN 978-260-1919-5	-	-	2013-07-01
14063	3503	pt-BR	Raduan Nassar	Menina a Caminho	-	-	-	-	-	-	AWP-D6B34CC0-399C-45AB-ACA2-DA1598C40166	-	-	2014-02-19
38173	6836	pt-BR	Raduan Nassar	Lavoura Arcaica	-	-	-	-	-	-	AWP-C19E721C-B418-4DA2-A89B-145CAC507E8C	-	-	2014-02-19
16336	3758	pt-BR	Raduan Nassar	Um Copo de Cólera	-	-	-	-	-	-	AWP-0B799C22-20E1-4743-8DF5-1F8A844CE848	-	-	2014-02-19
57402	8962	pt-BR	Kurt Vonnegut	Matadouro 5	-	-	-	-	-	-	AWP-8DBCD591-EB9D-459F-BBB7-EC7A077D5290	-	-	2014-01-18
113122	11108	pt-BR	Karen Robards	A Mulher do Senador	-	-	-	-	-	-	bb139e74-4b4f-4426-8265-ff90ee6d2640	-	calibre (0.7.38) [http://calibre-ebook.com]	2014-02-20
